Date,Place,YGroup,Temp
2020-07-18T08:27:30Z,Skjern Å - Laksens hus,2022,14.9
2020-07-18T09:27:30Z,Skjern Å - Laksens hus,2022,15.3
2020-07-18T10:27:30Z,Skjern Å - Laksens hus,2022,15.6
2020-07-18T11:27:30Z,Skjern Å - Laksens hus,2022,16
2020-07-18T12:27:30Z,Skjern Å - Laksens hus,2022,16.3
2020-07-18T13:27:30Z,Skjern Å - Laksens hus,2022,16.6
2020-07-18T14:27:30Z,Skjern Å - Laksens hus,2022,16.9
2020-07-18T15:27:30Z,Skjern Å - Laksens hus,2022,17.1
2020-07-18T16:27:30Z,Skjern Å - Laksens hus,2022,17.2
2020-07-18T17:27:30Z,Skjern Å - Laksens hus,2022,17.2
2020-07-18T18:27:30Z,Skjern Å - Laksens hus,2022,17.2
2020-07-18T19:27:30Z,Skjern Å - Laksens hus,2022,17
2020-07-18T20:27:30Z,Skjern Å - Laksens hus,2022,16.9
2020-07-18T21:27:30Z,Skjern Å - Laksens hus,2022,16.8
2020-07-18T22:27:30Z,Skjern Å - Laksens hus,2022,16.6
2020-07-18T23:27:30Z,Skjern Å - Laksens hus,2022,16.5
2020-07-19T00:27:30Z,Skjern Å - Laksens hus,2022,16.3
2020-07-19T01:27:30Z,Skjern Å - Laksens hus,2022,16.2
2020-07-19T02:27:30Z,Skjern Å - Laksens hus,2022,16.1
2020-07-19T03:27:30Z,Skjern Å - Laksens hus,2022,15.9
2020-07-19T04:27:30Z,Skjern Å - Laksens hus,2022,15.8
2020-07-19T05:27:30Z,Skjern Å - Laksens hus,2022,15.7
2020-07-19T06:27:30Z,Skjern Å - Laksens hus,2022,15.7
2020-07-19T07:27:30Z,Skjern Å - Laksens hus,2022,15.8
2020-07-19T08:27:30Z,Skjern Å - Laksens hus,2022,16.1
2020-07-19T09:27:30Z,Skjern Å - Laksens hus,2022,16.4
2020-07-19T10:27:30Z,Skjern Å - Laksens hus,2022,16.7
2020-07-19T11:27:30Z,Skjern Å - Laksens hus,2022,17
2020-07-19T12:27:30Z,Skjern Å - Laksens hus,2022,17.3
2020-07-19T13:27:30Z,Skjern Å - Laksens hus,2022,17.6
2020-07-19T14:27:30Z,Skjern Å - Laksens hus,2022,17.9
2020-07-19T15:27:30Z,Skjern Å - Laksens hus,2022,18.1
2020-07-19T16:27:30Z,Skjern Å - Laksens hus,2022,18.2
2020-07-19T17:27:30Z,Skjern Å - Laksens hus,2022,18.2
2020-07-19T18:27:30Z,Skjern Å - Laksens hus,2022,18.1
2020-07-19T19:27:30Z,Skjern Å - Laksens hus,2022,17.9
2020-07-19T20:27:30Z,Skjern Å - Laksens hus,2022,17.8
2020-07-19T21:27:30Z,Skjern Å - Laksens hus,2022,17.6
2020-07-19T22:27:30Z,Skjern Å - Laksens hus,2022,17.5
2020-07-19T23:27:30Z,Skjern Å - Laksens hus,2022,17.4
2020-07-20T00:27:30Z,Skjern Å - Laksens hus,2022,17.2
2020-07-20T01:27:30Z,Skjern Å - Laksens hus,2022,17.1
2020-07-20T02:27:30Z,Skjern Å - Laksens hus,2022,17
2020-07-20T03:27:30Z,Skjern Å - Laksens hus,2022,16.8
2020-07-20T04:27:30Z,Skjern Å - Laksens hus,2022,16.7
2020-07-20T05:27:30Z,Skjern Å - Laksens hus,2022,16.6
2020-07-20T06:27:30Z,Skjern Å - Laksens hus,2022,16.6
2020-07-20T07:27:30Z,Skjern Å - Laksens hus,2022,16.7
2020-07-20T08:27:30Z,Skjern Å - Laksens hus,2022,17
2020-07-20T09:27:30Z,Skjern Å - Laksens hus,2022,17.3
2020-07-20T10:27:30Z,Skjern Å - Laksens hus,2022,17.7
2020-07-20T11:27:30Z,Skjern Å - Laksens hus,2022,18.1
2020-07-20T12:27:30Z,Skjern Å - Laksens hus,2022,18.5
2020-07-20T13:27:30Z,Skjern Å - Laksens hus,2022,18.9
2020-07-20T14:27:30Z,Skjern Å - Laksens hus,2022,19.1
2020-07-20T15:27:30Z,Skjern Å - Laksens hus,2022,19.3
2020-07-20T16:27:30Z,Skjern Å - Laksens hus,2022,19.4
2020-07-20T17:27:30Z,Skjern Å - Laksens hus,2022,19.4
2020-07-20T18:27:30Z,Skjern Å - Laksens hus,2022,19.3
2020-07-20T19:27:30Z,Skjern Å - Laksens hus,2022,19.1
