Date,Place,YGroup,Temp
2020-11-09T17:25:00Z,Hagebro,2024,8.6
2020-11-09T18:25:00Z,Hagebro,2024,8.5
2020-11-09T19:25:00Z,Hagebro,2024,8.5
2020-11-09T20:25:00Z,Hagebro,2024,8.5
2020-11-09T21:25:00Z,Hagebro,2024,8.5
2020-11-09T22:25:00Z,Hagebro,2024,8.4
2020-11-09T23:25:00Z,Hagebro,2024,8.4
2020-11-10T00:25:00Z,Hagebro,2024,8.4
2020-11-10T01:25:00Z,Hagebro,2024,8.4
2020-11-10T02:25:00Z,Hagebro,2024,8.4
2020-11-10T03:25:00Z,Hagebro,2024,8.3
