Dato,Port 1,Port 2,Port 3,Port 4,Port 5,Port 6,Port 7,Port 8,Port 9,Port 10,Port 11,Port 12,Port 13,Port 14,Hændelse
2024-02-28T01:23:00Z,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,Fiskeriet
2024-02-28T08:04:00Z,5,5,5,5,5,5,5,5,5,5,5,5,5,5,Ud og indstrøm
2024-02-28T13:32:00Z,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,Fiskeriet
2024-02-28T13:32:00Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Udstrøm slut
2024-02-28T19:40:00Z,5,5,5,5,5,5,5,5,5,5,5,5,5,5,Udstrøm
2024-02-28T23:50:00Z,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,Udstrøm slut
2024-02-28T23:52:00Z,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,Fiskeriet
2024-02-29T07:51:00Z,5,5,5,5,5,5,5,5,5,5,5,5,5,5,Udstrøm
2024-02-29T14:39:00Z,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,Ud og indstrøm slut
2024-02-29T14:42:00Z,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,Fiskeriet
2024-02-29T20:25:00Z,5,5,5,5,5,5,5,5,5,5,5,5,5,5,Udstrøm
2024-03-01T01:33:00Z,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,Fiskeriet
2024-03-01T01:33:00Z,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,Udstrøm slut
2024-03-01T08:14:00Z,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,Arbejde sluse eller havn
2024-03-01T09:34:00Z,5,5,5,5,5,5,5,5,5,5,5,5,5,5,Udstrøm
2024-03-01T09:36:00Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Besejling
2024-03-01T10:13:00Z,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,Fiskeriet
2024-03-01T10:37:00Z,5,5,5,5,5,5,5,5,5,5,5,5,5,5,Udstrøm
2024-03-01T11:34:00Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Besejling
2024-03-01T12:48:00Z,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,Fiskeriet
2024-03-01T20:59:00Z,5,5,5,5,5,5,5,5,5,5,5,5,5,5,Udstrøm
2024-03-02T02:32:00Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Udstrøm slut
2024-03-02T02:33:00Z,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,Fiskeriet
2024-03-02T07:30:00Z,5,5,5,5,5,5,5,5,5,5,5,5,5,5,Udstrøm
2024-03-02T14:43:00Z,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,Fiskeriet
2024-03-02T14:43:00Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Besejling
2024-03-02T15:25:00Z,5,5,5,5,5,5,5,5,5,5,5,5,5,5,Udstrøm
2024-03-02T16:41:00Z,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,Fiskeriet
2024-03-02T16:41:00Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Udstrøm slut
2024-03-02T19:37:00Z,5,5,5,5,5,5,5,5,5,5,5,5,5,5,Udstrøm
2024-03-03T08:24:00Z,0,NA,0,NA,0,NA,0,0,NA,0,NA,0,NA,0,Lav havvandstand
2024-03-03T08:25:00Z,5,NA,5,NA,5,NA,5,5,NA,5,NA,5,NA,5,Udstrøm
2024-03-03T08:25:00Z,NA,5,NA,5,NA,5,NA,NA,5,NA,5,NA,5,NA,Udstrøm
2024-03-03T08:26:00Z,NA,0,NA,0,NA,0,NA,NA,0,NA,0,NA,0,NA,Lav havvandstand
2024-03-03T11:29:00Z,0,NA,0,NA,0,NA,0,0,NA,0,NA,0,NA,0,Lav havvandstand
2024-03-03T11:29:00Z,NA,5,NA,5,NA,5,NA,NA,5,NA,5,NA,5,NA,Udstrøm
2024-03-03T16:49:00Z,5,5,5,5,5,5,5,5,5,5,5,5,5,5,Ud og indstrøm
2024-03-03T19:23:00Z,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,Fiskeriet
2024-03-03T19:23:00Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Ud og indstrøm slut
2024-03-04T02:32:00Z,NA,5,NA,5,NA,5,NA,NA,5,NA,5,NA,5,NA,Udstrøm
2024-03-04T02:33:00Z,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,Udstrøm
2024-03-04T04:34:00Z,5,5,5,5,5,5,5,5,5,5,5,5,5,5,Ud og indstrøm
2024-03-04T06:26:00Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Ud og indstrøm slut
2024-03-04T07:44:00Z,5,5,5,5,5,5,5,5,5,5,5,5,5,5,Indstrøm
2024-03-04T10:02:00Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Indstrøm slut
2024-03-04T11:00:00Z,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,Fiskeriet
2024-03-04T15:24:00Z,5,5,5,5,5,5,5,5,5,5,5,5,5,5,Ud og indstrøm
2024-03-04T17:50:00Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Ud og indstrøm slut
2024-03-04T17:51:00Z,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,Fiskeriet
2024-03-04T20:08:00Z,5,NA,5,NA,5,NA,5,5,NA,5,NA,5,NA,5,Indstrøm
2024-03-05T09:11:00Z,0,NA,0,NA,0,NA,0,0,NA,0,NA,0,NA,0,Pejling
2024-03-05T10:36:00Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.5,NA,NA,NA,Arbejde sluse eller havn
2024-03-05T10:40:00Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,Arbejde sluse eller havn
2024-03-05T17:51:00Z,5,5,5,5,5,5,5,5,5,5,5,5,5,5,Udstrøm
2024-03-05T21:18:00Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Udstrøm slut
2024-03-05T21:19:00Z,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,Fiskeriet
2024-03-06T05:40:00Z,5,NA,5,NA,5,NA,5,5,NA,5,NA,5,NA,5,Udstrøm
2024-03-06T06:58:00Z,NA,5,NA,5,NA,5,NA,NA,5,NA,5,NA,5,NA,Udstrøm
2024-03-06T07:13:00Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.5,NA,Arbejde sluse eller havn
2024-03-06T07:17:00Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,Arbejde sluse eller havn
2024-03-06T12:11:00Z,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,Fiskeriet
2024-03-06T12:11:00Z,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,Indstrøm slut
2024-03-06T14:53:00Z,5,NA,5,NA,5,NA,5,5,NA,5,NA,5,NA,5,Udstrøm
2024-03-06T15:54:00Z,NA,5,NA,5,NA,5,NA,NA,5,NA,5,NA,5,NA,Udstrøm
2024-03-07T04:10:00Z,0,NA,NA,0,NA,NA,0,NA,NA,NA,0,NA,NA,0,Besejling
2024-03-07T04:24:00Z,NA,0,NA,NA,NA,0,NA,NA,0,NA,NA,NA,0,NA,Besejling
2024-03-07T04:28:00Z,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,Besejling
2024-03-07T04:35:00Z,NA,NA,NA,NA,0,NA,NA,0,NA,0,NA,NA,NA,NA,Besejling
2024-03-07T07:09:00Z,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,Fiskeriet
2024-03-07T07:38:00Z,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,Arbejde sluse eller havn
2024-03-07T08:00:00Z,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,Fiskeriet
2024-03-07T08:41:00Z,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,Arbejde sluse eller havn
2024-03-07T10:31:00Z,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,Fiskeriet
2024-03-07T11:35:00Z,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,Vendestrøm
2024-03-07T11:39:00Z,5,5,5,5,5,5,5,NA,5,5,5,5,5,5,Vendestrøm
2024-03-07T12:16:00Z,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,5,NA,Test
2024-03-07T14:20:00Z,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,Besejling
2024-03-07T14:27:00Z,0,NA,0,NA,0,NA,0,0,NA,0,NA,0,NA,0,Besejling
2024-03-07T14:36:00Z,NA,0,NA,0,NA,0,NA,NA,0,NA,0,NA,0,NA,Besejling
2024-03-07T16:56:00Z,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,Fiskeriet
2024-03-07T20:03:00Z,5,5,5,5,5,5,5,5,5,5,5,5,5,5,Udstrøm
2024-03-08T05:01:00Z,0,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,0,Lav havvandstand
2024-03-08T05:20:00Z,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,0,NA,NA,Lav havvandstand
2024-03-08T05:21:00Z,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,Fiskeriet
2024-03-08T05:39:00Z,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,NA,Lav havvandstand
2024-03-08T05:50:00Z,NA,NA,NA,0,NA,NA,NA,NA,0,NA,0,NA,NA,NA,Lav havvandstand
2024-03-08T10:58:00Z,5,5,5,5,5,5,5,5,5,5,5,5,5,5,Ud og indstrøm
2024-03-08T16:06:00Z,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,Udstrøm slut
2024-03-08T16:06:00Z,2,2,2,2,2,2,NA,2,2,2,2,2,2,2,Fiskeriet
2024-03-08T16:06:00Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Udstrøm slut
2024-03-08T16:07:00Z,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,Fiskeriet
2024-03-09T10:38:00Z,5,5,5,5,5,5,5,5,5,5,5,5,5,5,Vendestrøm
2024-03-09T16:01:00Z,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,Fiskeriet
2024-03-09T16:01:00Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Udstrøm slut
2024-03-09T16:01:00Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Udstrøm slut
2024-03-10T08:41:00Z,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,Besejling
2024-03-10T12:51:00Z,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,Fiskeriet
2024-03-11T04:52:00Z,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,Besejling
2024-03-11T13:28:00Z,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,Fiskeriet
2024-03-11T13:45:00Z,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,Arbejde sluse eller havn
2024-03-11T15:37:00Z,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,Fiskeriet
2024-03-11T20:28:00Z,5,NA,5,NA,5,NA,5,5,NA,5,NA,5,NA,5,Ud og indstrøm
2024-03-12T05:30:00Z,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,Fiskeriet
2024-03-12T05:30:00Z,0,NA,0,NA,0,NA,0,0,NA,0,NA,0,NA,0,Ud og indstrøm slut
2024-03-12T12:06:00Z,5,5,5,5,5,5,5,5,5,5,5,5,5,5,Ud og indstrøm
2024-03-12T14:10:00Z,NA,0,NA,0,NA,0,NA,NA,0,NA,0,NA,0,NA,Indstrøm
2024-03-12T17:35:00Z,0,NA,0,NA,0,NA,0,0,NA,0,NA,0,NA,0,Ud og indstrøm slut
2024-03-12T17:36:00Z,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,Fiskeriet
2024-03-12T19:19:00Z,5,5,5,5,5,5,5,5,5,5,5,5,5,5,Ud og indstrøm
2024-03-12T21:18:00Z,NA,0,NA,0,NA,0,NA,NA,0,NA,0,NA,0,NA,Ud og indstrøm
2024-03-13T05:52:00Z,0,NA,0,NA,0,NA,0,0,NA,0,NA,0,NA,0,Besejling
2024-03-13T05:54:00Z,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,Fiskeriet
2024-03-13T06:48:00Z,5,5,5,5,5,5,5,5,5,5,5,5,5,5,Vendestrøm
2024-03-13T15:07:00Z,NA,0,NA,0,NA,0,NA,NA,0,NA,0,NA,0,NA,Ud og indstrøm
2024-03-13T16:42:00Z,0,NA,0,NA,0,NA,0,0,NA,0,NA,0,NA,0,Besejling
2024-03-13T17:21:00Z,5,NA,5,NA,5,NA,5,5,NA,5,NA,5,NA,5,Indstrøm
2024-03-13T18:46:00Z,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,Fiskeriet
2024-03-13T18:46:00Z,0,NA,0,NA,0,NA,0,0,NA,0,NA,0,NA,0,Indstrøm slut
2024-03-13T20:21:00Z,5,NA,5,NA,5,NA,5,5,NA,5,NA,5,NA,5,Ud og indstrøm
2024-03-14T00:23:00Z,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,Fiskeriet
2024-03-14T00:23:00Z,0,NA,0,NA,0,NA,0,0,NA,0,NA,0,NA,0,Udstrøm slut
2024-03-14T04:55:00Z,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,Indstrøm
2024-03-14T04:55:00Z,NA,5,NA,5,NA,5,NA,NA,5,NA,5,NA,5,NA,Indstrøm
2024-03-14T08:39:00Z,5,NA,5,NA,5,NA,5,5,NA,5,NA,5,NA,5,Vendestrøm
2024-03-14T08:40:00Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Test
2024-03-14T10:15:00Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,Arbejde sluse eller havn
2024-03-14T10:35:00Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,Arbejde sluse eller havn
2024-03-14T11:35:00Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Ud og indstrøm slut
2024-03-14T13:12:00Z,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,2,Fiskeriet
2024-03-14T13:13:00Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5,Test
2024-03-14T13:14:00Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Test
2024-03-14T20:08:00Z,5,NA,5,NA,5,NA,5,5,NA,5,NA,5,NA,5,Vendestrøm
2024-03-14T20:39:00Z,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,Fiskeriet
2024-03-14T20:39:00Z,0,NA,0,NA,0,NA,0,0,NA,0,NA,0,NA,0,Vendestrøm
2024-03-15T08:56:00Z,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,Arbejde sluse eller havn
2024-03-15T09:20:00Z,5,5,5,5,5,5,5,5,5,5,5,5,5,5,Vendestrøm
2024-03-15T09:47:00Z,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,Arbejde sluse eller havn
2024-03-15T09:48:00Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,Arbejde sluse eller havn
2024-03-15T09:49:00Z,5,5,5,5,5,5,5,5,5,5,5,NA,NA,NA,Arbejde sluse eller havn
2024-03-15T10:07:00Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,Test
2024-03-15T10:16:00Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,5,Vendestrøm
2024-03-15T14:27:00Z,NA,0,NA,0,NA,0,NA,NA,NA,NA,0,NA,0,NA,Indstrøm
2024-03-15T18:42:00Z,0,NA,0,NA,0,NA,NA,NA,0,0,NA,0,NA,0,Indstrøm slut
2024-03-15T18:44:00Z,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,Fiskeriet
2024-03-15T22:00:00Z,5,NA,5,NA,5,NA,5,NA,5,5,NA,5,NA,5,Ud og indstrøm
2024-03-16T00:59:00Z,0,NA,0,NA,0,NA,NA,NA,0,0,NA,0,NA,0,Ud og indstrøm slut
2024-03-16T01:00:00Z,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,Fiskeriet
2024-03-16T07:17:00Z,5,NA,5,NA,5,NA,5,NA,5,5,NA,5,NA,5,Indstrøm
2024-03-16T10:39:00Z,0,NA,0,NA,0,NA,NA,NA,0,0,NA,0,NA,0,Indstrøm slut
2024-03-16T10:50:00Z,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,Fiskeriet
2024-03-16T20:49:00Z,5,5,5,5,5,5,5,NA,5,5,5,5,5,5,Udstrøm
2024-03-17T07:00:00Z,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,Pejling
2024-03-17T08:44:00Z,5,5,5,5,5,5,5,NA,5,5,5,5,5,5,Udstrøm
2024-03-17T20:26:00Z,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,Besejling
2024-03-17T22:35:00Z,5,NA,5,NA,5,NA,NA,NA,NA,5,NA,5,NA,5,Udstrøm
2024-03-18T09:25:00Z,0,NA,0,NA,0,NA,NA,NA,NA,0,NA,0,NA,0,Arbejde sluse eller havn
2024-03-18T10:16:00Z,5,5,5,5,5,5,5,5,5,5,5,5,5,5,Ud og indstrøm
2024-03-19T20:19:00Z,NA,0,NA,0,NA,0,NA,NA,0,NA,0,NA,0,NA,Indstrøm
2024-03-20T02:38:00Z,NA,5,NA,5,NA,5,NA,NA,5,NA,5,NA,5,NA,Udstrøm
2024-03-20T09:33:00Z,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,Indstrøm slut
2024-03-20T09:34:00Z,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,Fiskeriet
2024-03-20T14:28:00Z,5,5,5,5,5,5,5,5,5,5,5,5,5,5,Ud og indstrøm
2024-03-21T20:41:00Z,NA,0,NA,0,NA,0,NA,NA,0,NA,0,NA,0,NA,Indstrøm
2024-03-21T21:43:00Z,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,Høj havvandstand
2024-03-22T04:29:00Z,NA,5,NA,5,NA,5,5,5,5,NA,5,NA,5,NA,Udstrøm
2024-03-22T07:22:00Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Arbejde sluse eller havn
2024-03-22T07:51:00Z,5,5,5,5,5,5,5,5,5,5,5,5,5,5,Udstrøm
2024-03-22T08:47:00Z,NA,0,NA,0,NA,0,NA,NA,0,NA,0,NA,0,NA,Indstrøm
2024-03-22T10:34:00Z,0,NA,0,NA,0,NA,0,NA,NA,0,NA,0,NA,0,Ud og indstrøm slut
2024-03-22T10:37:00Z,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,Fiskeriet
2024-03-22T20:47:00Z,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,Høj havvandstand
2024-03-23T05:55:00Z,5,5,5,5,5,5,5,5,5,5,5,5,5,5,Ud og indstrøm
2024-03-23T09:35:00Z,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,Fiskeriet
2024-03-23T09:35:00Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Vendestrøm slut
2024-03-23T22:21:00Z,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,Høj havvandstand
2024-03-24T04:54:00Z,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,Fiskeriet
2024-03-24T06:05:00Z,5,5,5,5,5,5,5,5,5,5,5,5,5,5,Ud og indstrøm
2024-03-24T11:39:00Z,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,Fiskeriet
2024-03-24T11:39:00Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Ud og indstrøm slut
2024-03-24T17:31:00Z,5,5,5,5,5,5,5,5,5,5,5,5,5,5,Ud og indstrøm
2024-03-24T22:11:00Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Ud og indstrøm slut
2024-03-24T22:14:00Z,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,Ud og indstrøm slut
2024-03-25T05:27:00Z,5,5,5,5,5,5,5,5,5,5,5,5,5,5,Ud og indstrøm
2024-03-25T06:30:00Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Besejling
2024-03-25T07:56:00Z,5,5,5,5,5,5,5,5,5,5,5,5,5,5,Udstrøm
2024-03-25T13:29:00Z,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,Udstrøm slut
2024-03-25T13:30:00Z,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,Fiskeriet
2024-03-25T16:53:00Z,5,5,5,5,5,5,5,5,5,5,5,5,5,5,Udstrøm
2024-03-26T00:26:00Z,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,Fiskeriet
2024-03-26T00:26:00Z,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,Udstrøm slut
2024-03-26T05:01:00Z,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,Udstrøm
2024-03-26T05:02:00Z,5,5,5,5,5,5,NA,5,5,5,5,5,5,5,Udstrøm
2024-03-26T05:12:00Z,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,Udstrøm
2024-03-26T21:08:00Z,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,Udstrøm slut
2024-03-26T21:09:00Z,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,Fiskeriet
2024-03-27T01:44:00Z,5,5,5,5,5,5,5,5,5,5,5,5,5,5,Indstrøm
2024-03-27T05:53:00Z,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,Fiskeriet
2024-03-27T05:53:00Z,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,Pejling
2024-03-27T07:43:00Z,5,5,5,5,5,5,5,5,5,5,5,5,5,5,Udstrøm
2024-03-27T12:23:00Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Besejling
2024-03-27T13:32:00Z,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,Fiskeriet
2024-03-27T18:41:00Z,5,5,5,5,5,5,5,5,5,5,5,5,5,5,Udstrøm
2024-03-28T00:21:00Z,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,Udstrøm slut
2024-03-28T00:22:00Z,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,Fiskeriet
2024-03-28T06:08:00Z,5,5,5,5,5,5,5,5,5,5,5,5,5,5,Ud og indstrøm
2024-03-28T13:53:00Z,NA,0,NA,0,NA,0,NA,NA,0,NA,0,NA,0,NA,Indstrøm
2024-03-28T17:25:00Z,0,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,0,Indstrøm slut
2024-03-28T17:55:00Z,NA,NA,0,NA,NA,NA,0,0,NA,NA,NA,0,NA,NA,Indstrøm slut
2024-03-28T17:56:00Z,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,Fiskeriet
2024-03-28T20:00:00Z,5,5,5,5,5,5,5,5,5,5,5,5,5,5,Ud og indstrøm
2024-03-28T23:56:00Z,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,Fiskeriet
2024-03-28T23:56:00Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Ud og indstrøm slut
2024-03-29T00:20:00Z,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,Høj havvandstand
2024-03-29T06:14:00Z,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,Fiskeriet
2024-03-29T13:05:00Z,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,Besejling
2024-03-29T14:40:00Z,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,Test
2024-03-29T14:41:00Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Test
2024-03-29T14:43:00Z,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,Fiskeriet
2024-03-29T19:14:00Z,5,5,5,5,5,5,5,5,5,5,5,5,5,5,Ud og indstrøm
2024-03-30T01:32:00Z,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,Ud og indstrøm slut
2024-03-30T01:36:00Z,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,Fiskeriet
2024-03-30T07:54:00Z,5,5,5,5,5,5,5,5,5,5,5,5,5,5,Udstrøm
2024-03-30T10:27:00Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Besejling
2024-03-30T11:31:00Z,5,5,5,5,5,5,5,5,5,5,5,5,5,5,Udstrøm
2024-03-30T13:45:00Z,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,Udstrøm slut
2024-03-30T14:24:00Z,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,Fiskeriet
2024-03-30T20:45:00Z,5,5,5,5,5,5,5,5,5,5,5,5,5,5,Udstrøm
NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,Fiskeriet
NA,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,Udstrøm slut
2024-03-31T07:26:00Z,5,5,5,5,5,5,5,5,5,5,5,5,5,5,Udstrøm
2024-03-31T13:44:00Z,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,Fiskeriet
2024-03-31T13:44:00Z,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,Udstrøm slut
2024-03-31T19:25:00Z,5,5,5,5,5,5,5,5,5,5,5,5,5,5,Udstrøm
2024-04-01T03:30:00Z,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,Udstrøm slut
2024-04-01T03:31:00Z,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,Fiskeriet
2024-04-01T07:40:00Z,5,5,5,5,5,5,5,5,5,5,5,5,5,5,Udstrøm
2024-04-01T13:13:00Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Udstrøm slut
2024-04-01T13:14:00Z,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,Fiskeriet
2024-04-01T21:27:00Z,5,5,5,5,5,5,5,5,5,5,5,5,5,5,Udstrøm
2024-04-02T01:58:00Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Udstrøm slut
